JCR_Position,Name,JCR Year,Abbr Name,Publisher,ISSN,EISSN,Total Cites,Total Articles,Citable Items,Cited Half-Life,Citing Half-Life,JIF,JIF5Years,JIF_NoSelfCite,JCI,Area,Rank,Normalized Journal,Journal_Abbreviation,SJR_Score,SJR_Quartile,H_Index,SJR_Categories,SJR_Areas
6008.0,JOURNAL OF SOIL AND WATER CONSERVATION,2024.0,J SOIL WATER CONSERV,TAYLOR & FRANCIS LTD,0022-4561,1941-3300,4937.0,27.0,28.0,11.7,8.3,2.6,3.2,2.5,0.45,Q2,77/200,journal of soil and water conservation,J. Soil Water Conserv.,,,,,
6008.0,WATER SCIENCE AND TECHNOLOGY,2024.0,WATER SCI TECHNOL,IWA PUBLISHING,0273-1223,1996-9732,22066.0,368.0,394.0,10.3,6.0,2.6,2.7,2.5,0.45,Q2,56/131,water science and technology,Water Sci. Technol.,0.554,Q2,157.0,Environmental Engineering (Q2); Water Science and Technology (Q2),Environmental Science
6008.0,AUTONOMOUS AGENTS AND MULTI-AGENT SYSTEMS,2024.0,AUTON AGENT MULTI-AG,SPRINGER,1387-2532,1573-7454,1201.0,49.0,49.0,5.9,8.0,2.6,2.6,2.5,0.44,Q2,37/89,autonomous agents and multi agent systems,Auton. Agents Multi-Agent Syst.,0.855,Q2,80.0,Artificial Intelligence (Q2),Computer Science
6008.0,Design Science,2024.0,DES SCI,CAMBRIDGE UNIV PRESS,2053-4701,2053-4701,611.0,40.0,45.0,4.7,8.5,2.6,2.7,2.0,0.44,Q3,41/71,design science,Des. Sci.,0.662,Q1,25.0,Engineering (miscellaneous) (Q1); Visual Arts and Performing Arts (Q1); Modeling and Simulation (Q2),Arts and Humanities; Engineering; Mathematics
6008.0,ENVIRONMENTAL CONSERVATION,2024.0,ENVIRON CONSERV,CAMBRIDGE UNIV PRESS,0376-8929,1469-4387,3984.0,26.0,29.0,19.7,8.8,2.6,3.0,2.5,0.44,Q2,21/73,environmental conservation,Environ. Conserv.,0.733,Q1,99.0,"Nature and Landscape Conservation (Q1); Water Science and Technology (Q1); Health, Toxicology and Mutagenesis (Q2); Management, Monitoring, Policy and Law (Q2); Pollution (Q2)",Environmental Science
6008.0,Regenerative Medicine,2024.0,REGEN MED,TAYLOR & FRANCIS LTD,1746-0751,1746-076X,2104.0,25.0,36.0,6.6,4.9,2.6,2.8,2.5,0.44,Q3,72/124,regenerative medicine,Regen. Med.,0.517,Q2,74.0,Embryology (Q2); Biomedical Engineering (Q3),Engineering; Medicine
6008.0,SURFACE ENGINEERING,2024.0,SURF ENG,SAGE PUBLICATIONS INC,0267-0844,1743-2944,3370.0,90.0,97.0,7.2,5.3,2.6,2.3,2.1,0.44,Q3,14/23,surface engineering,Surf. Eng.,0.475,Q1,53.0,"Conservation (Q1); Condensed Matter Physics (Q2); Materials Chemistry (Q2); Surfaces and Interfaces (Q2); Surfaces, Coatings and Films (Q2)",Arts and Humanities; Materials Science; Physics and Astronomy
6008.0,Neuroscience Insights,2024.0,NEUROSCI INSIGHTS,SAGE PUBLICATIONS LTD,,2633-1055,275.0,14.0,21.0,4.0,9.2,2.6,3.3,2.5,0.43,Q3,187/314,neuroscience insights,Neurosci. Insights,0.952,Q2,29.0,Neuroscience (miscellaneous) (Q2),Neuroscience
6008.0,TRANSPORT IN POROUS MEDIA,2024.0,TRANSPORT POROUS MED,SPRINGER,0169-3913,1573-1634,8587.0,84.0,86.0,10.2,11.1,2.6,2.9,2.3,0.43,Q3,94/175,transport in porous media,Transp. Porous Media,0.591,Q2,107.0,Chemical Engineering (miscellaneous) (Q2); Catalysis (Q3),Chemical Engineering
6008.0,Current Opinion in Allergy and Clinical Immunology,2024.0,CURR OPIN ALLERGY CL,LIPPINCOTT WILLIAMS & WILKINS,1528-4050,1473-6322,2878.0,0.0,76.0,8.9,4.9,2.6,2.5,2.4,0.42,Q2,18/39,current opinion in allergy and clinical immunology,Curr. Opin. Allergy Cl.,0.731,Q3,96.0,Immunology (Q3); Immunology and Allergy (Q3),Immunology and Microbiology; Medicine
6008.0,International Journal of Polymeric Materials and Polymeric Biomaterials,2024.0,INT J POLYM MATER PO,TAYLOR & FRANCIS LTD,0091-4037,1563-535X,3448.0,50.0,100.0,5.0,6.1,2.6,2.9,2.5,0.42,Q3,54/94,international journal of polymeric materials and polymeric biomaterials,Int. J. Polym. Mater. Polym. Biomater.,0.524,Q2,50.0,Analytical Chemistry (Q2); Chemical Engineering (miscellaneous) (Q2); Polymers and Plastics (Q2),Chemical Engineering; Chemistry; Materials Science
6008.0,KOREA-AUSTRALIA RHEOLOGY JOURNAL,2024.0,KOREA-AUST RHEOL J,KOREAN SOC RHEOLOGY,1226-119X,2093-7660,779.0,24.0,30.0,7.5,9.6,2.6,2.2,2.4,0.42,Q2,71/171,korea australia rheology journal,Korea-Aust. Rheol. J.,0.301,Q3,34.0,Condensed Matter Physics (Q3); Materials Science (miscellaneous) (Q3),Materials Science; Physics and Astronomy
6008.0,Signals,2024.0,SIGNALS-BASEL,MDPI,,2624-6120,392.0,40.0,46.0,2.4,6.2,2.6,2.2,2.5,0.41,Q2,172/366,signals,Signals,,,,,
6008.0,Advanced Biology,2024.0,ADV BIOL-GER,WILEY-V C H VERLAG GMBH,2701-0198,2701-0198,1516.0,128.0,170.0,2.5,6.9,2.6,3.2,2.6,0.4,Q3,41/55,advanced biology,Adv. Biol.,0.993,Q1,37.0,"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Biomedical Engineering (Q1); Biomaterials (Q2)","Biochemistry, Genetics and Molecular Biology; Engineering; Materials Science"
6008.0,Evolutionary Intelligence,2024.0,EVOL INTELL,SPRINGER HEIDELBERG,1864-5909,1864-5917,1998.0,87.0,91.0,3.6,5.9,2.6,2.6,2.6,0.4,Q3,113/204,evolutionary intelligence,Evol. Intell.,0.638,Q2,36.0,Computer Vision and Pattern Recognition (Q2); Mathematics (miscellaneous) (Q2); Artificial Intelligence (Q3); Cognitive Neuroscience (Q3),Computer Science; Mathematics; Neuroscience
6008.0,Global Energy Interconnection-China,2024.0,GLOB ENERG INTER-PRC,KEAI PUBLISHING LTD,2096-5117,2590-0358,802.0,66.0,66.0,3.4,4.1,2.6,,2.3,0.4,Q2,172/366,global energy interconnection china,Glob. Energ. Inter.-Prc.,,,,,
6008.0,Iranian Journal of Catalysis,2024.0,IRAN J CATAL,OICC Press,2252-0236,2345-4865,637.0,42.0,46.0,4.0,7.0,2.6,2.2,2.2,0.4,Q3,127/185,iranian journal of catalysis,Iran. J. Catal.,0.358,Q3,25.0,Catalysis (Q3); Inorganic Chemistry (Q3); Organic Chemistry (Q3),Chemical Engineering; Chemistry
6008.0,JOURNAL OF SOLID STATE ELECTROCHEMISTRY,2024.0,J SOLID STATE ELECTR,SPRINGER,1432-8488,1433-0768,10142.0,351.0,379.0,7.1,6.2,2.6,2.5,2.5,0.4,Q3,27/44,journal of solid state electrochemistry,J. Solid State Electrochem.,0.509,Q2,98.0,Condensed Matter Physics (Q2); Electrical and Electronic Engineering (Q2); Energy Engineering and Power Technology (Q2); Materials Chemistry (Q2); Materials Science (miscellaneous) (Q2); Electrochemistry (Q3),Chemistry; Energy; Engineering; Materials Science; Physics and Astronomy
6008.0,Engineering Management Journal,2024.0,ENG MANAG J,TAYLOR & FRANCIS LTD,1042-9247,2377-0643,882.0,38.0,39.0,6.6,6.9,2.6,2.6,2.3,0.39,Q3,223/420,engineering management journal,Eng. Manage. J.,,,,,
6008.0,International Journal of Intelligent Computing and Cybernetics,2024.0,INT J INTELL COMPUT,EMERALD GROUP PUBLISHING LTD,1756-378X,1756-3798,543.0,33.0,34.0,3.8,4.2,2.6,2.1,2.2,0.39,Q2,15/31,international journal of intelligent computing and cybernetics,Int. J. Intell. Comput.,0.562,Q2,25.0,Computer Science (miscellaneous) (Q2),Computer Science
6008.0,Journal of Electrochemical Science and Engineering,2024.0,J ELECTROCHEM SCI EN,INT ASSOC PHYSICAL CHEMISTS-IAPC,1847-9286,1847-9286,761.0,50.0,55.0,2.8,5.8,2.6,2.3,2.5,0.39,Q3,27/44,journal of electrochemical science and engineering,J. Electrochem. Sci. En.,0.297,Q3,19.0,Chemical Engineering (miscellaneous) (Q3); Colloid and Surface Chemistry (Q3); Electrochemistry (Q3); Materials Chemistry (Q3),Chemical Engineering; Chemistry; Materials Science
6008.0,Frontiers in Chemical Engineering,2024.0,FRONT CHEM ENG,FRONTIERS MEDIA SA,,2673-2718,928.0,40.0,50.0,2.9,6.7,2.6,3.2,2.6,0.38,Q3,94/175,frontiers in chemical engineering,Front. Chem. Eng.,0.51,Q2,15.0,Chemical Engineering (miscellaneous) (Q2); Bioengineering (Q3); Catalysis (Q3),Chemical Engineering
6008.0,IONICS,2024.0,IONICS,SPRINGER HEIDELBERG,0947-7047,1862-0760,12525.0,635.0,672.0,4.9,5.2,2.6,2.7,2.4,0.38,Q3,42/79,ionics,Ionics,0.552,Q2,73.0,Chemical Engineering (miscellaneous) (Q2); Engineering (miscellaneous) (Q2); Materials Science (miscellaneous) (Q2); Physics and Astronomy (miscellaneous) (Q2),Chemical Engineering; Engineering; Materials Science; Physics and Astronomy
6008.0,Journal of Chemistry,2024.0,J CHEM-NY,WILEY,2090-9063,2090-9071,9902.0,85.0,92.0,5.8,6.3,2.6,3.3,2.6,0.38,Q2,118/239,journal of chemistry,J. Chem.,0.478,Q2,76.0,Chemistry (miscellaneous) (Q2),Chemistry
6008.0,MACHINING SCIENCE AND TECHNOLOGY,2024.0,MACH SCI TECHNOL,TAYLOR & FRANCIS INC,1091-0344,1532-2483,1474.0,28.0,32.0,8.8,6.4,2.6,2.6,2.5,0.38,Q2,71/182,machining science and technology,Mach. Sci. Technol.,0.634,Q2,62.0,Industrial and Manufacturing Engineering (Q2); Materials Science (miscellaneous) (Q2); Mechanical Engineering (Q2),Engineering; Materials Science
6008.0,Electronic Materials Letters,2024.0,ELECTRON MATER LETT,KOREAN INST METALS MATERIALS,1738-8090,2093-6788,1875.0,61.0,63.0,6.3,6.6,2.6,2.2,2.5,0.37,Q3,275/460,electronic materials letters,Electron. Mater. Lett.,0.434,Q3,43.0,"Electronic, Optical and Magnetic Materials (Q3)",Materials Science
6008.0,Frontiers in Signal Processing,2024.0,FRONT SIGNAL PROC-SW,FRONTIERS MEDIA SA,,2673-8198,293.0,23.0,29.0,2.4,5.3,2.6,2.6,2.6,0.37,Q2,172/366,frontiers in signal processing,Front. Signal Process.,,,,,
6008.0,4OR-A Quarterly Journal of Operations Research,2024.0,4OR-Q J OPER RES,SPRINGER HEIDELBERG,1619-4500,1614-2411,782.0,9.0,9.0,8.2,11.8,2.6,2.5,2.4,0.36,Q2,42/106,4or a quarterly journal of operations research,Or-Q. J. Oper. Res.,,,,,
6008.0,ChemNanoMat,2024.0,CHEMNANOMAT,WILEY-V C H VERLAG GMBH,2199-692X,2199-692X,3762.0,184.0,204.0,4.3,5.7,2.6,2.8,2.5,0.35,Q2,118/239,chemnanomat,ChemNanoMat,0.743,Q2,52.0,"Biomaterials (Q2); Energy Engineering and Power Technology (Q2); Materials Chemistry (Q2); Renewable Energy, Sustainability and the Environment (Q2)",Energy; Materials Science
6008.0,GEMS & GEMOLOGY,2024.0,GEMS GEMOL,GEMOLOGICAL INST AMER,0016-626X,2376-4473,1062.0,21.0,21.0,11.4,12.8,2.6,3.1,1.6,0.35,Q1,7/31,gems and gemology,Gems Gemol.,0.701,Q2,32.0,Geochemistry and Petrology (Q2),Earth and Planetary Sciences
6008.0,JOURNAL OF PHYSICS-CONDENSED MATTER,2024.0,J PHYS-CONDENS MAT,IOP Publishing Ltd,0953-8984,1361-648X,50733.0,631.0,686.0,13.8,9.0,2.6,2.5,2.4,0.35,Q3,42/79,journal of physics condensed matter,J. Phys.: Condens. Matter,0.676,Q2,255.0,Condensed Matter Physics (Q2); Materials Science (miscellaneous) (Q2),Materials Science; Physics and Astronomy
6008.0,Nankai Business Review International,2024.0,NANKAI BUS REV NT,EMERALD GROUP PUBLISHING LTD,2040-8749,2040-8757,741.0,18.0,18.0,5.8,8.3,2.6,2.2,2.5,0.35,Q3,223/420,nankai business review international,Nankai Bus. Rev. Nt.,0.282,Q3,22.0,Business and International Management (Q3); Strategy and Management (Q3),"Business, Management and Accounting"
6008.0,SUPRAMOLECULAR CHEMISTRY,2024.0,SUPRAMOL CHEM,TAYLOR & FRANCIS LTD,1061-0278,1029-0478,1486.0,33.0,37.0,10.1,8.2,2.6,2.0,2.5,0.34,Q2,118/239,supramolecular chemistry,Supramol. Chem.,0.257,Q3,47.0,Chemistry (miscellaneous) (Q3),Chemistry
6008.0,Biofuels-UK,2024.0,BIOFUELS-UK,TAYLOR & FRANCIS LTD,1759-7269,1759-7277,2193.0,76.0,90.0,4.8,5.9,2.6,2.2,2.4,0.33,Q3,127/182,biofuels uk,Biofuels-Uk,,,,,
6008.0,JOURNAL OF NANOPARTICLE RESEARCH,2024.0,J NANOPART RES,SPRINGER,1388-0764,1572-896X,12831.0,240.0,274.0,9.9,6.2,2.6,2.5,2.6,0.33,Q2,118/239,journal of nanoparticle research,J. Nanopart. Res.,0.416,Q2,142.0,"Chemistry (miscellaneous) (Q2); Condensed Matter Physics (Q2); Materials Science (miscellaneous) (Q2); Atomic and Molecular Physics, and Optics (Q3); Bioengineering (Q3); Modeling and Simulation (Q3); Nanoscience and Nanotechnology (Q3)",Chemical Engineering; Chemistry; Materials Science; Mathematics; Physics and Astronomy
6008.0,NUCLEUS-INDIA,2024.0,NUCLEUS CALCUTTA,SPRINGER INDIA,0029-568X,0976-7975,622.0,36.0,67.0,3.7,7.9,2.6,2.5,2.6,0.33,Q3,139/204,nucleus india,Nucleus Calcutta.,,,,,
6008.0,Stem Cells and Cloning-Advances and Applications,2024.0,STEM CELLS CLONING,DOVE MEDICAL PRESS LTD,1178-6957,1178-6957,230.0,2.0,4.0,7.2,8.1,2.6,2.6,2.5,0.27,Q3,139/204,stem cells and cloning advances and applications,Stem Cells Cloning,0.689,Q2,27.0,Medicine (miscellaneous) (Q2); Cell Biology (Q3),"Biochemistry, Genetics and Molecular Biology; Medicine"
6322.0,CHINA QUARTERLY,2024.0,CHINA QUART,CAMBRIDGE UNIV PRESS,0305-7410,1468-2648,3888.0,32.0,32.0,11.7,9.3,2.5,2.9,2.3,2.78,Q1,6/182,china quarterly,China Quart.,0.716,Q1,99.0,"Development (Q1); Geography, Planning and Development (Q1); Political Science and International Relations (Q1)",Social Sciences
6322.0,Journal of Financial Regulation,2024.0,J FINANC REGUL,OXFORD UNIV PRESS,2053-4833,2053-4841,272.0,12.0,12.0,4.6,3.8,2.5,3.0,2.3,2.43,Q1,27/434,journal of financial regulation,J. Financ. Regul.,0.826,Q2,14.0,Finance (Q2),"Economics, Econometrics and Finance"
6322.0,ISRAEL LAW REVIEW,2024.0,ISR LAW REV,CAMBRIDGE UNIV PRESS,0021-2237,2047-9336,327.0,11.0,11.0,8.3,10.5,2.5,1.6,2.5,2.24,Q1,27/434,israel law review,Isr. Law Rev.,0.149,Q3,21.0,Law (Q3),Social Sciences
6322.0,NORTHWESTERN UNIVERSITY LAW REVIEW,2024.0,NORTHWEST U LAW REV,NORTHWESTERN UNIV,0029-3571,,1457.0,33.0,34.0,12.4,10.7,2.5,2.5,2.5,2.13,Q1,27/434,northwestern university law review,Northwest. U. Law Rev.,0.546,Q1,51.0,Law (Q1),Social Sciences
6322.0,GEOMETRIC AND FUNCTIONAL ANALYSIS,2024.0,GEOM FUNCT ANAL,SPRINGER BASEL AG,1016-443X,1420-8970,2979.0,41.0,41.0,15.5,18.2,2.5,2.7,2.5,2.05,Q1,21/483,geometric and functional analysis,Geom. Funct. Anal.,3.597,Q1,77.0,Analysis (Q1); Geometry and Topology (Q1),Mathematics
6322.0,International Journal of Bilingual Education and Bilingualism,2024.0,INT J BILING EDUC BI,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1367-0050,1747-7522,3717.0,66.0,66.0,5.1,9.7,2.5,3.5,2.3,1.98,Q1,37/303,international journal of bilingual education and bilingualism,Int. J. Biling. Educ. Bi.,1.341,Q1,68.0,Education (Q1); Linguistics and Language (Q1),Social Sciences
6322.0,Language Testing in Asia,2024.0,LANG TEST ASIA,SPRINGERNATURE,,2229-0443,615.0,60.0,61.0,3.0,8.3,2.5,2.5,2.0,1.92,Q1,37/303,language testing in asia,Lang. Test. Asia,0.581,Q1,19.0,Linguistics and Language (Q1),Social Sciences
6322.0,Journal of Consumer Culture,2024.0,J CONSUM CULT,SAGE PUBLICATIONS LTD,1469-5405,1741-2900,1887.0,16.0,16.0,8.4,10.1,2.5,3.0,2.4,1.78,Q1,1/64,journal of consumer culture,J. Consum. Cult.,1.089,Q1,65.0,Arts and Humanities (miscellaneous) (Q1); Business and International Management (Q1); Economics and Econometrics (Q1); Social Psychology (Q1); Sociology and Political Science (Q1); Marketing (Q2),"Arts and Humanities; Business, Management and Accounting; Economics, Econometrics and Finance; Psychology; Social Sciences"
6322.0,WORLD POLITICS,2024.0,WORLD POLIT,JOHNS HOPKINS UNIV PRESS,0043-8871,1086-3338,4951.0,18.0,19.0,21.9,11.6,2.5,4.3,2.5,1.78,Q1,28/169,world politics,World Polit.,3.025,Q1,127.0,Political Science and International Relations (Q1); Sociology and Political Science (Q1),Social Sciences
6322.0,JOURNAL OF CRIMINAL JUSTICE,2024.0,J CRIM JUST,ELSEVIER,0047-2352,1873-6203,4405.0,141.0,144.0,10.2,9.3,2.5,3.5,2.3,1.74,Q1,12/111,journal of criminal justice,J. Crim. Just.,1.332,Q1,100.0,Applied Psychology (Q1); Law (Q1); Social Psychology (Q1); Sociology and Political Science (Q1),Psychology; Social Sciences
6322.0,Science & Education,2024.0,SCI EDUC-NETHERLANDS,SPRINGER,0926-7220,1573-1901,2505.0,107.0,108.0,5.8,10.5,2.5,3.2,1.9,1.7,Q1,10/112,science and education,Sci. Educ.,1.121,Q1,58.0,Education (Q1),Social Sciences
6322.0,Jornal de Pediatria,2024.0,J PEDIAT-BRAZIL,SOC BRASIL PEDIATRIA,0021-7557,1678-4782,3068.0,75.0,95.0,6.3,6.9,2.5,2.9,2.4,1.68,Q1,41/191,jornal de pediatria,J. Pediat.-Brazil.,0.76,Q1,62.0,"Pediatrics, Perinatology and Child Health (Q1)",Medicine
6322.0,JOURNAL OF ARCHAEOLOGICAL SCIENCE,2024.0,J ARCHAEOL SCI,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD,0305-4403,1095-9238,14383.0,131.0,133.0,13.6,11.2,2.5,2.8,2.4,1.66,Q1,12/141,journal of archaeological science,J. Archaeol. Sci.,1.379,Q1,152.0,Archeology (Q1); Archeology (arts and humanities) (Q1); History (Q1),Arts and Humanities; Social Sciences
6322.0,COMPUTERS & MATHEMATICS WITH APPLICATIONS,2024.0,COMPUT MATH APPL,PERGAMON-ELSEVIER SCIENCE LTD,0898-1221,1873-7668,18354.0,424.0,425.0,10.8,10.1,2.5,2.5,2.3,1.63,Q1,39/343,computers and mathematics with applications,Comput. Math. Appl.,0.949,Q1,154.0,Computational Theory and Mathematics (Q1); Modeling and Simulation (Q1); Computational Mathematics (Q2),Computer Science; Mathematics
6322.0,Technology Pedagogy and Education,2024.0,TECHNOL PEDAGOG EDUC,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1475-939X,1747-5139,1329.0,45.0,49.0,5.1,7.6,2.5,3.7,2.4,1.51,Q1,135/756,technology pedagogy and education,Technol. Pedagog. Educ.,,,,,
6322.0,COMPUTATIONAL & APPLIED MATHEMATICS,2024.0,COMPUT APPL MATH,SPRINGER HEIDELBERG,2238-3603,1807-0302,5017.0,446.0,446.0,3.3,9.8,2.5,2.3,2.3,1.48,Q1,39/343,computational and applied mathematics,Comput. Appl. Math.,0.646,Q2,45.0,Applied Mathematics (Q2); Computational Mathematics (Q2),Mathematics
6322.0,Bulletin of Mathematical Sciences,2024.0,B MATH SCI,WORLD SCIENTIFIC PUBL CO PTE LTD,1664-3607,1664-3615,374.0,15.0,15.0,6.8,12.1,2.5,1.8,2.4,1.46,Q1,21/483,bulletin of mathematical sciences,Bull. Math. Sci,0.564,Q2,23.0,Mathematics (miscellaneous) (Q2),Mathematics
6322.0,Clinical Simulation in Nursing,2024.0,CLIN SIMUL NURS,ELSEVIER SCIENCE INC,1876-1399,1876-1402,3559.0,146.0,159.0,4.7,5.4,2.5,4.0,2.1,1.46,Q1,35/192,clinical simulation in nursing,Clin. Simul. Nurs.,0.884,Q1,61.0,Education (Q1); Modeling and Simulation (Q1); Nursing (miscellaneous) (Q1),Mathematics; Nursing; Social Sciences
6322.0,Applied Research in Quality of Life,2024.0,APPL RES QUAL LIFE,SPRINGER,1871-2584,1871-2576,2868.0,131.0,134.0,4.5,8.4,2.5,3.0,2.3,1.45,Q1,41/271,applied research in quality of life,Appl. Res. Qual. Life,0.928,Q2,49.0,Life-span and Life-course Studies (Q2),Social Sciences
6322.0,SECURITY DIALOGUE,2024.0,SECUR DIALOGUE,SAGE PUBLICATIONS LTD,0967-0106,1460-3640,2565.0,41.0,41.0,10.0,9.5,2.5,4.0,2.3,1.43,Q1,28/169,security dialogue,Secur. Dialogue,1.306,Q1,85.0,Political Science and International Relations (Q1); Sociology and Political Science (Q1),Social Sciences
6322.0,Sociological Methodology,2024.0,SOCIOL METHODOL,SAGE PUBLICATIONS INC,0081-1750,1467-9531,3097.0,13.0,14.0,24.1,10.9,2.5,4.5,2.4,1.41,Q1,44/219,sociological methodology,Sociol. Methodol.,0.974,Q1,63.0,Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1),Social Sciences
6322.0,Nursing Philosophy,2024.0,NURS PHILOS,WILEY,1466-7681,1466-769X,955.0,29.0,29.0,4.8,7.7,2.5,2.7,2.1,1.39,Q1,35/192,nursing philosophy,Nurs. Philos.,0.983,Q1,42.0,"Issues, Ethics and Legal Aspects (Q1); Medicine (miscellaneous) (Q1); Research and Theory (Q1)",Medicine; Nursing
6322.0,AMERICAN JOURNAL OF PSYCHOTHERAPY,2024.0,AM J PSYCHOTHER,"AMER PSYCHIATRIC PUBLISHING, INC",0002-9564,2575-6559,937.0,20.0,22.0,10.7,9.4,2.5,3.0,2.4,1.38,Q2,60/185,american journal of psychotherapy,Am. J. Psychother.,0.583,Q2,54.0,Clinical Psychology (Q2); Medicine (miscellaneous) (Q2),Medicine; Psychology
6322.0,Contemporary Mathematics,2024.0,CONTEMP MATH-SINGAP,Universal Wiser Publisher,2705-1064,2705-1056,999.0,351.0,352.0,5.2,7.7,2.5,2.0,2.2,1.37,Q1,21/483,contemporary mathematics,Contemp. Math.-Singap.,0.322,-,24.0,Mathematics (miscellaneous),Mathematics
6322.0,European Political Science Review,2024.0,EUR POLIT SCI REV,CAMBRIDGE UNIV PRESS,1755-7739,1755-7747,1553.0,39.0,42.0,6.6,7.8,2.5,3.6,2.5,1.37,Q1,63/322,european political science review,Eur. Polit. Sci. Rev.,1.71,Q1,48.0,Political Science and International Relations (Q1); Sociology and Political Science (Q1),Social Sciences
6322.0,Revista Latina de Comunicacion Social,2024.0,REV LAT COMUN SOC,Historia Sistemas Informativos -HISIN,1138-5820,1138-5820,942.0,33.0,33.0,4.9,6.0,2.5,2.0,2.3,1.35,Q1,45/227,revista latina de comunicacion social,Rev. Lat. Comun. Soc.,0.756,Q1,29.0,Communication (Q1),Social Sciences
6322.0,AMERICAN JOURNAL OF SPEECH-LANGUAGE PATHOLOGY,2024.0,AM J SPEECH-LANG PAT,AMER SPEECH-LANGUAGE-HEARING ASSOC,1058-0360,1558-9110,5751.0,201.0,214.0,6.4,10.1,2.5,3.1,2.0,1.3,Q1,4/35,american journal of speech language pathology,Am. J. Speech-Lang. Pat.,0.923,Q1,88.0,Linguistics and Language (Q1); Medicine (miscellaneous) (Q1); Otorhinolaryngology (Q1); Speech and Hearing (Q1); Developmental and Educational Psychology (Q2),Health Professions; Medicine; Psychology; Social Sciences
6322.0,Journal of International Relations and Development,2024.0,J INT RELAT DEV,PALGRAVE MACMILLAN LTD,1408-6980,1581-1980,971.0,18.0,18.0,6.1,8.3,2.5,2.2,2.5,1.29,Q1,28/169,journal of international relations and development,J. Int. Relat. Dev.,0.69,Q1,41.0,"Development (Q1); Geography, Planning and Development (Q1); Political Science and International Relations (Q1)",Social Sciences
6322.0,Geochemical Perspectives,2024.0,GEOCHEM PERSPECT,EUROPEAN ASSOC GEOCHEMISTRY,2223-7755,2224-2759,177.0,2.0,2.0,10.7,24.6,2.5,3.3,2.5,1.28,Q2,35/100,geochemical perspectives,Geochem. Perspect.,0.539,Q2,15.0,Geochemistry and Petrology (Q2); Geology (Q2); Environmental Chemistry (Q3),Earth and Planetary Sciences; Environmental Science
6322.0,Journal of International Education in Business,2024.0,J INT EDUC BUS,EMERALD GROUP PUBLISHING LTD,2046-469X,1836-3261,387.0,35.0,36.0,4.4,7.7,2.5,2.6,1.8,1.26,Q1,135/756,journal of international education in business,J. Int. Educ. Bus.,0.422,Q2,18.0,"Business, Management and Accounting (miscellaneous) (Q2); Education (Q2)","Business, Management and Accounting; Social Sciences"
6322.0,Journal of Pediatric Surgery,2024.0,J PEDIATR SURG,W B SAUNDERS CO-ELSEVIER INC,0022-3468,1531-5037,19515.0,392.0,441.0,11.0,8.1,2.5,2.5,2.1,1.26,Q1,41/191,journal of pediatric surgery,J. Pediatr. Surg.,0.949,Q1,144.0,"Medicine (miscellaneous) (Q1); Pediatrics, Perinatology and Child Health (Q1); Surgery (Q1)",Medicine
6322.0,Journal of Primary Care and Community Health,2024.0,J PRIM CARE COMMUNIT,SAGE PUBLICATIONS INC,2150-1319,2150-1327,2894.0,212.0,227.0,3.7,6.0,2.5,2.7,2.4,1.26,Q2,10/28,journal of primary care and community health,J. Prim. Care Communit.,0.892,Q1,35.0,"Community and Home Care (Q1); Public Health, Environmental and Occupational Health (Q1)",Medicine; Nursing
6322.0,OTOLARYNGOLOGY-HEAD AND NECK SURGERY,2024.0,OTOLARYNG HEAD NECK,WILEY,0194-5998,1097-6817,17668.0,371.0,425.0,10.1,7.6,2.5,3.1,2.3,1.26,Q1,9/67,otolaryngology head and neck surgery,Otolaryng. Head Neck,1.078,Q1,144.0,Otorhinolaryngology (Q1); Surgery (Q1),Medicine
